questao1,questao2,questao3,questao4,questao5,questao6,questao7,questao8,questao9,questao10,Semestre,Turma
"1) Genero","2) Idade","3) Formação Academica","4) A nota da faculdade no MEC depende  só da nota do aluno no ENADE","5) A nota do aluno no ENADE determina a posição da  faculdade no ranking entre as faculdades","6) A nota do aluno no ENADE é importante apenas para a faculdade","7) O ENADE testa os conhecimentos do aluno individualmente","8) É importante para o desempenho do aluno no ENADE conhecer o estilo da prova utilizada pelo MEC","9) O ENADE avalia se a faculdade cumpriu o plano de ensino do curso.","10) É importante para o aluno fazer um simulado com uma prova real do ENADE","O enade ajuda a Testar Aluno","O Enade Ajuda a Instituicao"
